customer_id,customer_age,employment_type,branch_category,monthly_salary,credit_score,savings_balance,dti_ratio,existing_loans,monthly_expenses,customer_risk_score,recommended_loan_scheme
CUST-10795,47,Self-Employed-Business,Tier-3-SemiUrban,7900.0,763,54900.0,43.0,0,3900.0,31,Enterprise Preferred Express Loan
CUST-10796,54,Salaried-Corporate,Tier-1-Metro,8100.0,696,14200.0,24.9,1,2600.0,36,Enterprise Preferred Express Loan
CUST-10797,58,Self-Employed-Business,Tier-3-SemiUrban,5800.0,755,13800.0,54.9,3,3700.0,55,Guaranteed Secured Loan
CUST-10798,53,Salaried-Govt,Tier-1-Metro,6100.0,777,9200.0,21.1,0,1900.0,20,Super-Prime Privilege Loan
CUST-10799,44,Salaried-Corporate,Tier-2-Urban,4700.0,832,30500.0,35.7,0,2500.0,20,Enterprise Preferred Express Loan
CUST-10800,35,Self-Employed-Business,Tier-2-Urban,11200.0,784,24800.0,21.3,0,2800.0,18,Super-Prime Privilege Loan
CUST-10801,50,Salaried-Govt,Tier-1-Metro,12600.0,715,21000.0,13.3,0,2200.0,22,Enterprise Preferred Express Loan
CUST-10802,62,Salaried-Corporate,Tier-3-SemiUrban,5600.0,612,29000.0,34.7,1,2600.0,50,Standard Credit Builder Loan
CUST-10803,37,Self-Employed-Professional,Tier-2-Urban,22300.0,722,24000.0,24.6,0,6000.0,27,Enterprise Preferred Express Loan
CUST-10804,25,Salaried-Corporate,Tier-2-Urban,7400.0,729,6200.0,35.4,1,3100.0,39,Enterprise Preferred Express Loan
CUST-10805,49,Salaried-Corporate,Tier-1-Metro,22400.0,763,29100.0,34.3,1,8300.0,32,Super-Prime Privilege Loan
CUST-10806,24,Salaried-Corporate,Tier-1-Metro,6100.0,812,3100.0,33.5,2,2600.0,32,Super-Prime Privilege Loan
CUST-10807,30,Self-Employed-Business,Tier-1-Metro,2700.0,703,15500.0,13.8,3,900.0,36,Standard Credit Builder Loan
CUST-10808,37,Self-Employed-Business,Tier-2-Urban,11400.0,850,53800.0,28.7,1,3600.0,16,Super-Prime Privilege Loan
CUST-10809,30,Salaried-Corporate,Tier-2-Urban,10400.0,578,21600.0,46.2,0,5300.0,58,Guaranteed Secured Loan
CUST-10810,37,Self-Employed-Business,Tier-1-Metro,9100.0,741,20500.0,22.8,0,2800.0,24,Enterprise Preferred Express Loan
CUST-10811,40,Salaried-Corporate,Tier-2-Urban,6100.0,650,40200.0,28.9,2,2500.0,45,Standard Credit Builder Loan
CUST-10812,44,Self-Employed-Business,Tier-2-Urban,8800.0,567,37500.0,31.2,1,3400.0,52,Guaranteed Secured Loan
CUST-10813,25,Salaried-Govt,Tier-2-Urban,6600.0,695,37900.0,48.5,0,3800.0,44,Standard Credit Builder Loan
CUST-10814,54,Salaried-Govt,Tier-2-Urban,7500.0,601,29200.0,38.8,0,3200.0,50,Standard Credit Builder Loan
CUST-10815,26,Self-Employed-Professional,Tier-3-SemiUrban,14800.0,698,33800.0,12.7,2,2400.0,30,Enterprise Preferred Express Loan
CUST-10816,22,Salaried-Corporate,Tier-2-Urban,10000.0,713,77800.0,48.7,1,5100.0,42,Standard Credit Builder Loan
CUST-10817,33,Salaried-Corporate,Tier-2-Urban,12900.0,794,61200.0,47.1,1,6800.0,33,Standard Credit Builder Loan
CUST-10818,63,Salaried-Govt,Tier-1-Metro,7800.0,597,11600.0,43.4,0,3800.0,55,Guaranteed Secured Loan
CUST-10819,63,Gig-Worker,Tier-1-Metro,7300.0,778,25900.0,29.9,1,2800.0,28,Super-Prime Privilege Loan
CUST-10820,31,Salaried-Corporate,Tier-1-Metro,4500.0,717,13400.0,43.6,2,2700.0,48,Enterprise Preferred Express Loan
CUST-10821,67,Salaried-Corporate,Tier-2-Urban,7200.0,787,15200.0,30.5,2,2900.0,32,Super-Prime Privilege Loan
CUST-10822,43,Salaried-Corporate,Tier-1-Metro,1800.0,678,13500.0,42.6,1,1400.0,48,Standard Credit Builder Loan
CUST-10823,36,Salaried-Govt,Tier-1-Metro,6300.0,610,44800.0,49.4,1,3700.0,57,Standard Credit Builder Loan
CUST-10824,51,Salaried-Corporate,Tier-3-SemiUrban,8500.0,619,16900.0,49.9,1,4800.0,59,Standard Credit Builder Loan
CUST-10825,31,Self-Employed-Business,Tier-1-Metro,12600.0,613,39600.0,29.4,1,4100.0,46,Standard Credit Builder Loan
CUST-10826,36,Gig-Worker,Tier-1-Metro,7600.0,746,47300.0,48.4,0,4000.0,37,Standard Credit Builder Loan
CUST-10827,28,Salaried-Govt,Tier-1-Metro,11000.0,821,22700.0,12.8,2,1700.0,17,Super-Prime Privilege Loan
CUST-10828,24,Salaried-Corporate,Tier-3-SemiUrban,2400.0,668,11800.0,12.8,1,600.0,32,Standard Credit Builder Loan
CUST-10829,60,Salaried-Govt,Tier-1-Metro,8700.0,757,50000.0,33.8,1,3700.0,30,Super-Prime Privilege Loan
CUST-10830,24,Salaried-Corporate,Tier-2-Urban,3300.0,596,17800.0,38.6,4,1600.0,67,Guaranteed Secured Loan
CUST-10831,45,Self-Employed-Professional,Tier-2-Urban,4300.0,724,24900.0,15.2,4,1300.0,37,Enterprise Preferred Express Loan
CUST-10832,23,Salaried-Govt,Tier-2-Urban,8000.0,760,46400.0,30.2,1,2700.0,28,Super-Prime Privilege Loan
CUST-10833,52,Salaried-Corporate,Tier-2-Urban,19300.0,601,149300.0,12.4,0,3200.0,22,Standard Credit Builder Loan
CUST-10834,23,Self-Employed-Business,Tier-3-SemiUrban,11200.0,695,34700.0,36.3,1,4500.0,41,Enterprise Preferred Express Loan
CUST-10835,47,Salaried-Govt,Tier-1-Metro,9100.0,764,64500.0,48.2,3,4800.0,45,Standard Credit Builder Loan
CUST-10836,49,Self-Employed-Business,Tier-1-Metro,8900.0,490,5900.0,42.7,0,4200.0,67,Guaranteed Secured Loan
CUST-10837,52,Salaried-Corporate,Tier-1-Metro,5800.0,810,15400.0,25.8,4,2200.0,35,Enterprise Preferred Express Loan
CUST-10838,39,Self-Employed-Professional,Tier-1-Metro,6500.0,737,5600.0,54.7,0,3900.0,46,Guaranteed Secured Loan
CUST-10839,41,Self-Employed-Professional,Tier-1-Metro,11600.0,764,62500.0,39.2,1,5200.0,31,Enterprise Preferred Express Loan
CUST-10840,25,Self-Employed-Business,Tier-1-Metro,3900.0,679,4900.0,46.3,1,2400.0,51,Standard Credit Builder Loan
CUST-10841,38,Gig-Worker,Tier-2-Urban,12800.0,581,87600.0,39.5,0,5400.0,47,Guaranteed Secured Loan
CUST-10842,48,Salaried-Corporate,Tier-2-Urban,7100.0,750,38000.0,54.5,3,4100.0,53,Guaranteed Secured Loan
CUST-10843,62,Salaried-Govt,Tier-1-Metro,14700.0,704,10500.0,46.6,1,7500.0,48,Standard Credit Builder Loan
CUST-10844,42,Self-Employed-Business,Tier-2-Urban,15900.0,712,93200.0,32.4,0,5500.0,26,Enterprise Preferred Express Loan
CUST-10845,41,Salaried-Govt,Tier-1-Metro,3300.0,792,23000.0,25.2,1,1600.0,24,Standard Credit Builder Loan
CUST-10846,26,Salaried-Govt,Tier-1-Metro,6300.0,767,34400.0,40.1,1,2800.0,34,Enterprise Preferred Express Loan
CUST-10847,21,Salaried-Corporate,Tier-2-Urban,5400.0,850,3900.0,35.7,0,2500.0,21,Enterprise Preferred Express Loan
CUST-10848,25,Salaried-Corporate,Tier-1-Metro,3000.0,722,20800.0,37.6,2,1700.0,44,Standard Credit Builder Loan
CUST-10849,61,Salaried-Corporate,Tier-1-Metro,4800.0,658,28800.0,24.1,0,1800.0,34,Standard Credit Builder Loan
CUST-10850,32,Salaried-Corporate,Tier-1-Metro,35000.0,696,116800.0,28.2,0,10300.0,23,Enterprise Preferred Express Loan
CUST-10851,46,Self-Employed-Business,Rural,12900.0,741,38200.0,34.2,0,5100.0,30,Enterprise Preferred Express Loan
CUST-10852,66,Salaried-Corporate,Tier-2-Urban,28300.0,786,116000.0,47.4,0,14100.0,24,Standard Credit Builder Loan
CUST-10853,54,Salaried-Corporate,Tier-1-Metro,14700.0,600,102900.0,43.9,0,7000.0,45,Standard Credit Builder Loan
CUST-10854,34,Salaried-Govt,Tier-3-SemiUrban,5700.0,711,13600.0,13.6,4,1300.0,39,Enterprise Preferred Express Loan
CUST-10855,46,Salaried-Govt,Tier-2-Urban,7100.0,831,8900.0,19.5,0,1900.0,13,Super-Prime Privilege Loan
CUST-10856,65,Self-Employed-Professional,Tier-2-Urban,12700.0,692,88700.0,9.3,0,1900.0,15,Enterprise Preferred Express Loan
CUST-10857,47,Salaried-Govt,Tier-3-SemiUrban,11600.0,780,8100.0,8.4,0,1700.0,12,Super-Prime Privilege Loan
CUST-10858,29,Salaried-Corporate,Tier-1-Metro,6300.0,747,46200.0,18.5,1,1500.0,23,Enterprise Preferred Express Loan
CUST-10859,46,Self-Employed-Professional,Tier-1-Metro,3600.0,782,10100.0,45.6,1,2000.0,38,Standard Credit Builder Loan
CUST-10860,67,Salaried-Govt,Tier-2-Urban,35000.0,649,150900.0,50.5,2,18500.0,47,Guaranteed Secured Loan
CUST-10861,42,Salaried-Corporate,Tier-2-Urban,8200.0,650,12200.0,26.4,0,2500.0,38,Standard Credit Builder Loan
CUST-10862,67,Salaried-Govt,Tier-2-Urban,7400.0,712,53800.0,34.5,1,3300.0,36,Enterprise Preferred Express Loan
CUST-10863,50,Self-Employed-Professional,Tier-2-Urban,9600.0,595,58800.0,41.2,1,4500.0,53,Guaranteed Secured Loan
CUST-10864,63,Salaried-Corporate,Rural,7700.0,690,57200.0,52.8,1,4300.0,49,Guaranteed Secured Loan
CUST-10865,37,Salaried-Corporate,Tier-3-SemiUrban,9600.0,729,54000.0,50.9,1,5300.0,43,Guaranteed Secured Loan
CUST-10866,46,Salaried-Corporate,Tier-3-SemiUrban,19400.0,844,36600.0,10.7,2,2600.0,11,Super-Prime Privilege Loan
CUST-10867,56,Salaried-Corporate,Tier-3-SemiUrban,8300.0,740,23300.0,19.7,0,2300.0,22,Enterprise Preferred Express Loan
CUST-10868,21,Salaried-Govt,Rural,4500.0,757,18700.0,10.3,0,900.0,15,Enterprise Preferred Express Loan
CUST-10869,28,Salaried-Govt,Tier-1-Metro,8100.0,797,40900.0,37.0,0,3400.0,24,Enterprise Preferred Express Loan
CUST-10870,55,Salaried-Corporate,Tier-1-Metro,6800.0,638,50600.0,41.4,1,3600.0,49,Standard Credit Builder Loan
CUST-10871,35,Self-Employed-Professional,Tier-2-Urban,21000.0,698,71000.0,22.5,0,5000.0,24,Enterprise Preferred Express Loan
CUST-10872,67,Self-Employed-Business,Tier-3-SemiUrban,18100.0,850,104500.0,48.1,1,9200.0,22,Standard Credit Builder Loan
CUST-10873,42,Salaried-Govt,Tier-2-Urban,9600.0,704,74000.0,29.3,2,3300.0,35,Enterprise Preferred Express Loan
CUST-10874,34,Self-Employed-Professional,Tier-2-Urban,4200.0,794,6900.0,54.9,1,2500.0,43,Guaranteed Secured Loan
CUST-10875,46,Salaried-Corporate,Tier-1-Metro,4300.0,782,30000.0,8.0,1,600.0,14,Enterprise Preferred Express Loan
CUST-10876,48,Salaried-Govt,Tier-1-Metro,9000.0,599,32900.0,13.1,2,1600.0,42,Guaranteed Secured Loan
CUST-10877,43,Self-Employed-Business,Tier-2-Urban,11000.0,733,65900.0,22.2,1,2700.0,24,Enterprise Preferred Express Loan
CUST-10878,34,Self-Employed-Professional,Tier-1-Metro,7200.0,721,19500.0,9.2,1,1100.0,23,Enterprise Preferred Express Loan
CUST-10879,44,Self-Employed-Business,Tier-1-Metro,6700.0,735,20100.0,44.8,1,3600.0,42,Enterprise Preferred Express Loan
CUST-10880,22,Salaried-Corporate,Tier-1-Metro,6300.0,653,4400.0,10.5,1,1300.0,33,Standard Credit Builder Loan
CUST-10881,65,Self-Employed-Professional,Tier-1-Metro,8800.0,626,68500.0,43.2,0,4300.0,45,Standard Credit Builder Loan
CUST-10882,46,Salaried-Corporate,Tier-2-Urban,2100.0,674,13900.0,10.5,1,600.0,30,Standard Credit Builder Loan
CUST-10883,34,Self-Employed-Professional,Tier-1-Metro,4600.0,703,5500.0,19.9,0,1200.0,29,Enterprise Preferred Express Loan
CUST-10884,27,Gig-Worker,Tier-2-Urban,6100.0,799,48800.0,47.5,4,3200.0,46,Standard Credit Builder Loan
CUST-10885,23,Salaried-Corporate,Tier-1-Metro,18500.0,846,93200.0,52.7,0,10200.0,23,Guaranteed Secured Loan
CUST-10886,67,Self-Employed-Business,Tier-3-SemiUrban,5500.0,815,38000.0,27.5,0,2300.0,17,Enterprise Preferred Express Loan
CUST-10887,43,Salaried-Corporate,Tier-1-Metro,10000.0,775,10000.0,53.6,1,5700.0,44,Guaranteed Secured Loan
CUST-10888,66,Salaried-Govt,Tier-2-Urban,10300.0,635,35200.0,37.5,2,4300.0,52,Standard Credit Builder Loan
CUST-10889,63,Salaried-Govt,Tier-2-Urban,19500.0,679,107700.0,27.5,1,6000.0,30,Standard Credit Builder Loan
CUST-10890,67,Salaried-Govt,Tier-1-Metro,19100.0,726,24800.0,45.7,2,9400.0,48,Standard Credit Builder Loan
CUST-10891,65,Self-Employed-Professional,Tier-3-SemiUrban,8700.0,663,36300.0,21.9,1,2700.0,36,Standard Credit Builder Loan
CUST-10892,38,Self-Employed-Business,Tier-2-Urban,6700.0,753,25600.0,20.5,1,1700.0,25,Super-Prime Privilege Loan
CUST-10893,58,Salaried-Govt,Tier-1-Metro,6000.0,764,12700.0,38.9,2,2500.0,40,Enterprise Preferred Express Loan
CUST-10894,55,Self-Employed-Professional,Tier-1-Metro,7700.0,750,21200.0,26.4,0,2400.0,25,Super-Prime Privilege Loan
CUST-10895,35,Gig-Worker,Rural,6900.0,787,53500.0,14.4,2,1300.0,19,Super-Prime Privilege Loan
CUST-10896,45,Salaried-Corporate,Tier-3-SemiUrban,12500.0,642,33300.0,11.1,2,1900.0,36,Standard Credit Builder Loan
CUST-10897,57,Gig-Worker,Tier-1-Metro,11500.0,780,24200.0,45.0,3,5900.0,45,Enterprise Preferred Express Loan
CUST-10898,48,Salaried-Corporate,Tier-1-Metro,12800.0,658,57900.0,39.8,2,5700.0,49,Standard Credit Builder Loan
CUST-10899,30,Self-Employed-Professional,Tier-3-SemiUrban,19100.0,639,105700.0,27.4,2,5500.0,39,Standard Credit Builder Loan
CUST-10900,59,Salaried-Corporate,Tier-2-Urban,27400.0,750,162700.0,50.1,0,14000.0,26,Guaranteed Secured Loan
CUST-10901,37,Salaried-Corporate,Tier-3-SemiUrban,9700.0,801,59700.0,27.3,0,3400.0,16,Super-Prime Privilege Loan
CUST-10902,59,Salaried-Govt,Tier-1-Metro,17300.0,747,13400.0,41.4,0,7700.0,36,Enterprise Preferred Express Loan
CUST-10903,42,Self-Employed-Business,Tier-2-Urban,7300.0,712,25200.0,50.7,0,4500.0,44,Guaranteed Secured Loan
CUST-10904,46,Salaried-Corporate,Tier-1-Metro,18200.0,733,114700.0,47.5,1,9300.0,35,Standard Credit Builder Loan
CUST-10905,64,Salaried-Corporate,Tier-1-Metro,16900.0,720,123100.0,32.0,0,6200.0,22,Enterprise Preferred Express Loan
CUST-10906,45,Salaried-Govt,Tier-2-Urban,16400.0,626,82300.0,40.0,0,7300.0,42,Standard Credit Builder Loan
CUST-10907,37,Self-Employed-Professional,Rural,9500.0,617,8500.0,27.4,2,3100.0,51,Standard Credit Builder Loan
CUST-10908,33,Salaried-Corporate,Tier-1-Metro,6000.0,704,20800.0,38.4,2,3000.0,46,Enterprise Preferred Express Loan
CUST-10909,40,Salaried-Corporate,Tier-2-Urban,3900.0,716,4100.0,20.1,2,1300.0,35,Enterprise Preferred Express Loan
CUST-10910,45,Salaried-Govt,Tier-2-Urban,8700.0,711,53200.0,28.4,2,2800.0,36,Enterprise Preferred Express Loan
CUST-10911,24,Salaried-Corporate,Tier-2-Urban,22500.0,761,22000.0,17.8,1,4300.0,23,Super-Prime Privilege Loan
CUST-10912,30,Self-Employed-Professional,Tier-3-SemiUrban,7400.0,694,14000.0,9.8,2,1200.0,31,Enterprise Preferred Express Loan
CUST-10913,23,Self-Employed-Professional,Tier-3-SemiUrban,14300.0,752,51900.0,35.7,1,5400.0,32,Enterprise Preferred Express Loan
CUST-10914,61,Salaried-Govt,Tier-1-Metro,14900.0,699,59200.0,48.6,4,7500.0,57,Standard Credit Builder Loan
CUST-10915,65,Salaried-Corporate,Rural,7600.0,847,27000.0,9.2,0,1200.0,5,Super-Prime Privilege Loan
CUST-10916,38,Self-Employed-Business,Tier-3-SemiUrban,19700.0,716,78300.0,17.2,2,4200.0,26,Enterprise Preferred Express Loan
CUST-10917,67,Salaried-Govt,Tier-3-SemiUrban,1800.0,850,10500.0,29.6,1,1100.0,21,Standard Credit Builder Loan
CUST-10918,56,Self-Employed-Professional,Tier-2-Urban,4300.0,736,14100.0,39.3,1,2100.0,40,Enterprise Preferred Express Loan
CUST-10919,67,Self-Employed-Business,Tier-3-SemiUrban,5200.0,694,24000.0,16.0,1,1200.0,30,Enterprise Preferred Express Loan
CUST-10920,42,Self-Employed-Business,Tier-1-Metro,5500.0,643,15300.0,10.7,2,900.0,37,Standard Credit Builder Loan
CUST-10921,54,Salaried-Govt,Tier-1-Metro,11000.0,602,34700.0,32.4,2,4200.0,53,Standard Credit Builder Loan
CUST-10922,67,Salaried-Govt,Tier-3-SemiUrban,10700.0,636,54600.0,46.5,0,5700.0,48,Standard Credit Builder Loan
CUST-10923,28,Gig-Worker,Tier-1-Metro,11300.0,644,47200.0,9.7,0,1500.0,25,Standard Credit Builder Loan
CUST-10924,60,Salaried-Govt,Tier-1-Metro,12800.0,740,75800.0,24.4,0,3700.0,20,Enterprise Preferred Express Loan
CUST-10925,64,Self-Employed-Business,Tier-3-SemiUrban,5100.0,671,24000.0,39.2,0,2600.0,42,Standard Credit Builder Loan
CUST-10926,39,Salaried-Corporate,Tier-3-SemiUrban,4300.0,724,28100.0,14.1,0,800.0,20,Enterprise Preferred Express Loan
CUST-10927,62,Self-Employed-Business,Tier-1-Metro,11400.0,806,43600.0,19.1,1,2600.0,16,Super-Prime Privilege Loan
CUST-10928,61,Salaried-Govt,Tier-3-SemiUrban,6100.0,703,25500.0,33.2,1,2700.0,39,Enterprise Preferred Express Loan
CUST-10929,57,Salaried-Corporate,Tier-2-Urban,3500.0,850,19300.0,52.8,2,2500.0,38,Guaranteed Secured Loan
CUST-10930,26,Salaried-Corporate,Tier-2-Urban,16000.0,622,34500.0,21.5,1,3700.0,40,Standard Credit Builder Loan
CUST-10931,46,Self-Employed-Business,Tier-3-SemiUrban,20700.0,699,70300.0,30.9,1,6700.0,33,Enterprise Preferred Express Loan
CUST-10932,54,Self-Employed-Business,Tier-1-Metro,22800.0,670,118200.0,26.8,0,6700.0,25,Standard Credit Builder Loan
CUST-10933,65,Salaried-Govt,Tier-1-Metro,10000.0,780,7200.0,50.2,2,5400.0,46,Guaranteed Secured Loan
CUST-10934,26,Salaried-Corporate,Tier-1-Metro,13000.0,542,49100.0,11.4,2,2200.0,46,Guaranteed Secured Loan
CUST-10935,57,Self-Employed-Business,Tier-2-Urban,20400.0,602,101800.0,34.6,0,7300.0,40,Standard Credit Builder Loan
CUST-10936,53,Salaried-Corporate,Tier-2-Urban,6100.0,702,47300.0,47.8,0,3200.0,41,Standard Credit Builder Loan
CUST-10937,42,Salaried-Govt,Tier-3-SemiUrban,17400.0,826,123200.0,54.4,0,9800.0,23,Guaranteed Secured Loan
CUST-10938,41,Salaried-Corporate,Tier-3-SemiUrban,10600.0,727,27600.0,40.8,2,5100.0,44,Enterprise Preferred Express Loan
CUST-10939,26,Salaried-Corporate,Tier-2-Urban,15500.0,609,66700.0,25.9,1,4700.0,41,Standard Credit Builder Loan
CUST-10940,26,Salaried-Corporate,Tier-3-SemiUrban,10000.0,620,9200.0,27.4,1,3500.0,47,Standard Credit Builder Loan
CUST-10941,24,Salaried-Corporate,Tier-1-Metro,19500.0,835,45000.0,24.5,0,5200.0,12,Super-Prime Privilege Loan
CUST-10942,50,Salaried-Corporate,Tier-1-Metro,10200.0,663,64400.0,36.4,0,4400.0,37,Standard Credit Builder Loan
CUST-10943,31,Salaried-Corporate,Tier-3-SemiUrban,3700.0,639,5300.0,42.8,0,2300.0,50,Standard Credit Builder Loan
CUST-10944,50,Salaried-Govt,Tier-1-Metro,21400.0,821,52100.0,46.5,0,10400.0,26,Standard Credit Builder Loan
CUST-10945,51,Salaried-Govt,Tier-1-Metro,5100.0,786,38700.0,27.6,0,2200.0,20,Enterprise Preferred Express Loan
CUST-10946,44,Salaried-Corporate,Tier-2-Urban,19000.0,806,126900.0,41.7,0,8600.0,18,Enterprise Preferred Express Loan
CUST-10947,29,Self-Employed-Professional,Tier-1-Metro,8500.0,639,54100.0,51.1,1,5100.0,54,Guaranteed Secured Loan
CUST-10948,23,Salaried-Corporate,Tier-3-SemiUrban,18100.0,596,126400.0,51.3,1,10000.0,52,Guaranteed Secured Loan
CUST-10949,51,Salaried-Govt,Tier-1-Metro,17700.0,720,108400.0,41.1,1,7900.0,33,Enterprise Preferred Express Loan
CUST-10950,60,Salaried-Corporate,Tier-1-Metro,11600.0,735,16300.0,37.9,1,5200.0,39,Enterprise Preferred Express Loan
CUST-10951,57,Salaried-Corporate,Tier-1-Metro,12200.0,737,53400.0,33.0,1,4500.0,32,Enterprise Preferred Express Loan
CUST-10952,56,Salaried-Govt,Tier-2-Urban,11500.0,821,44100.0,16.6,1,2600.0,13,Super-Prime Privilege Loan
CUST-10953,44,Salaried-Govt,Tier-1-Metro,2700.0,580,7700.0,13.8,0,700.0,39,Guaranteed Secured Loan
CUST-10954,51,Self-Employed-Professional,Tier-2-Urban,9600.0,774,64900.0,30.8,2,3600.0,29,Super-Prime Privilege Loan
CUST-10955,26,Salaried-Govt,Tier-3-SemiUrban,4600.0,628,18300.0,15.5,2,1400.0,42,Standard Credit Builder Loan
CUST-10956,22,Gig-Worker,Tier-3-SemiUrban,9900.0,774,9400.0,35.1,0,4100.0,29,Enterprise Preferred Express Loan
CUST-10957,40,Salaried-Corporate,Tier-1-Metro,4500.0,674,11500.0,38.3,0,2400.0,43,Standard Credit Builder Loan
CUST-10958,48,Salaried-Corporate,Tier-2-Urban,4400.0,649,9700.0,32.7,2,1900.0,50,Standard Credit Builder Loan
CUST-10959,31,Salaried-Corporate,Tier-2-Urban,23500.0,664,168200.0,9.7,2,2800.0,19,Standard Credit Builder Loan
CUST-10960,24,Salaried-Corporate,Rural,17000.0,602,91000.0,10.7,0,2000.0,26,Standard Credit Builder Loan
CUST-10961,35,Salaried-Govt,Rural,8900.0,713,41900.0,13.3,0,1500.0,20,Enterprise Preferred Express Loan
CUST-10962,26,Self-Employed-Business,Tier-1-Metro,10000.0,652,43000.0,15.2,2,2100.0,36,Standard Credit Builder Loan
CUST-10963,50,Salaried-Corporate,Tier-2-Urban,7700.0,769,41400.0,54.5,0,4700.0,38,Guaranteed Secured Loan
CUST-10964,58,Self-Employed-Professional,Tier-1-Metro,12600.0,758,77600.0,24.2,2,3400.0,26,Super-Prime Privilege Loan
CUST-10965,22,Self-Employed-Professional,Tier-1-Metro,6000.0,837,27900.0,21.7,0,1600.0,12,Super-Prime Privilege Loan
CUST-10966,35,Salaried-Corporate,Tier-1-Metro,16300.0,737,122900.0,10.5,2,2100.0,15,Enterprise Preferred Express Loan
CUST-10967,31,Salaried-Corporate,Tier-2-Urban,7700.0,749,60300.0,37.9,0,3500.0,29,Enterprise Preferred Express Loan
CUST-10968,28,Salaried-Corporate,Tier-2-Urban,7000.0,815,55800.0,38.7,0,3300.0,22,Enterprise Preferred Express Loan
CUST-10969,46,Salaried-Corporate,Tier-1-Metro,9100.0,663,50200.0,16.2,3,1700.0,39,Standard Credit Builder Loan
CUST-10970,65,Salaried-Corporate,Tier-2-Urban,6300.0,598,47200.0,51.2,0,3900.0,56,Guaranteed Secured Loan
CUST-10971,64,Salaried-Govt,Tier-1-Metro,10900.0,725,38500.0,45.6,0,5300.0,38,Standard Credit Builder Loan
CUST-10972,25,Salaried-Corporate,Tier-2-Urban,6500.0,603,45200.0,18.8,2,1800.0,44,Standard Credit Builder Loan
CUST-10973,26,Salaried-Corporate,Tier-1-Metro,11900.0,850,87100.0,30.8,0,3900.0,10,Super-Prime Privilege Loan
CUST-10974,46,Gig-Worker,Tier-1-Metro,18600.0,819,135400.0,29.5,0,6300.0,8,Super-Prime Privilege Loan
CUST-10975,24,Self-Employed-Business,Tier-1-Metro,5800.0,850,39000.0,24.4,0,1700.0,11,Enterprise Preferred Express Loan
CUST-10976,39,Self-Employed-Professional,Tier-1-Metro,8300.0,715,29500.0,46.4,1,4500.0,45,Standard Credit Builder Loan
CUST-10977,40,Salaried-Corporate,Tier-2-Urban,11800.0,751,20000.0,13.1,1,2100.0,22,Super-Prime Privilege Loan
CUST-10978,53,Salaried-Corporate,Tier-1-Metro,6900.0,676,20700.0,27.5,2,2100.0,43,Standard Credit Builder Loan
CUST-10979,40,Salaried-Govt,Tier-2-Urban,11800.0,776,73800.0,28.1,1,3500.0,22,Super-Prime Privilege Loan
CUST-10980,32,Salaried-Corporate,Tier-1-Metro,12500.0,619,28100.0,30.0,1,4200.0,46,Standard Credit Builder Loan
CUST-10981,67,Salaried-Corporate,Tier-2-Urban,17200.0,519,70300.0,48.5,1,9000.0,65,Guaranteed Secured Loan
CUST-10982,21,Self-Employed-Business,Tier-3-SemiUrban,6200.0,651,29400.0,18.3,2,1400.0,39,Standard Credit Builder Loan
CUST-10983,46,Self-Employed-Business,Tier-1-Metro,5100.0,601,25600.0,12.8,1,1300.0,38,Standard Credit Builder Loan
CUST-10984,34,Salaried-Govt,Tier-2-Urban,7400.0,821,55600.0,37.0,2,3300.0,28,Enterprise Preferred Express Loan
CUST-10985,58,Salaried-Govt,Tier-1-Metro,5000.0,846,27300.0,16.2,3,1200.0,19,Enterprise Preferred Express Loan
CUST-10986,57,Salaried-Govt,Tier-2-Urban,12600.0,605,80600.0,11.5,0,1700.0,28,Standard Credit Builder Loan
CUST-10987,31,Salaried-Corporate,Tier-1-Metro,4500.0,807,21900.0,28.1,1,2000.0,24,Enterprise Preferred Express Loan
CUST-10988,56,Salaried-Corporate,Tier-2-Urban,35000.0,781,236300.0,18.3,1,6800.0,5,Super-Prime Privilege Loan
CUST-10989,33,Salaried-Corporate,Tier-2-Urban,19500.0,592,48300.0,25.0,0,5100.0,41,Guaranteed Secured Loan
CUST-10990,63,Salaried-Corporate,Tier-3-SemiUrban,9000.0,681,18700.0,20.2,0,2400.0,30,Enterprise Preferred Express Loan
CUST-10991,23,Gig-Worker,Tier-2-Urban,15100.0,666,112500.0,12.4,2,2200.0,26,Standard Credit Builder Loan
CUST-10992,53,Salaried-Govt,Tier-2-Urban,3400.0,766,19400.0,34.3,1,1700.0,33,Standard Credit Builder Loan
CUST-10993,26,Self-Employed-Business,Tier-1-Metro,35000.0,618,193800.0,9.3,1,3500.0,17,Standard Credit Builder Loan
CUST-10994,30,Salaried-Corporate,Rural,6300.0,703,25200.0,53.4,1,4200.0,51,Guaranteed Secured Loan
CUST-10995,25,Salaried-Corporate,Tier-3-SemiUrban,8300.0,659,27600.0,24.0,2,2500.0,42,Standard Credit Builder Loan
CUST-10996,43,Salaried-Corporate,Tier-1-Metro,2900.0,746,13500.0,40.7,0,2000.0,35,Standard Credit Builder Loan
CUST-10997,30,Salaried-Corporate,Tier-3-SemiUrban,12000.0,694,16900.0,46.1,1,6000.0,48,Standard Credit Builder Loan
CUST-10998,64,Salaried-Corporate,Tier-1-Metro,4600.0,670,18000.0,21.1,1,1400.0,36,Standard Credit Builder Loan
CUST-10999,22,Self-Employed-Business,Tier-3-SemiUrban,9500.0,694,37200.0,43.2,2,4900.0,49,Enterprise Preferred Express Loan
